idx_from,state_from,onset_from_s,idx_to,state_to,onset_to_s,transition_time_s,transition_id,state_from_freq,subject,block
50,5,136.10375,51,6,138.331875,2.2281250000000057,56,h,DA27PA,Pretest
51,6,138.331875,52,7,141.405,3.0731250000000045,67,h,DA27PA,Pretest
52,7,141.405,53,8,145.0925,3.6875,78,h,DA27PA,Pretest
53,8,145.0925,54,9,146.73875,1.646250000000009,89,h,DA27PA,Pretest
0,6,13.17875,1,7,17.335,4.15625,67,h,DE26NI,B1
1,7,17.335,2,8,20.9325,3.5975,78,h,DE26NI,B1
2,8,20.9325,3,1,31.610625000000002,10.678125000000001,81,s,DE26NI,B1
3,1,31.610625000000002,4,2,39.395625,7.785,12,h,DE26NI,B1
4,2,39.395625,5,3,45.300625000000004,5.905000000000001,23,h,DE26NI,B1
5,3,45.300625000000004,6,4,49.42375,4.123124999999995,34,h,DE26NI,B1
6,4,49.42375,7,5,53.555,4.131250000000001,45,h,DE26NI,B1
7,5,53.555,8,6,57.646875,4.091875000000002,56,h,DE26NI,B1
8,6,57.646875,9,7,61.720625,4.073749999999997,67,h,DE26NI,B1
9,7,61.720625,10,9,68.3,6.579374999999999,79,s,DE26NI,B1
10,9,68.3,11,1,72.7975,4.497500000000002,91,h,DE26NI,B1
11,1,72.7975,12,2,77.8275,5.030000000000001,12,h,DE26NI,B1
12,2,77.8275,13,3,83.321875,5.494375000000005,23,h,DE26NI,B1
13,3,83.321875,14,4,87.2925,3.9706249999999983,34,h,DE26NI,B1
14,4,87.2925,15,5,91.445625,4.153125000000003,45,h,DE26NI,B1
15,5,91.445625,16,6,97.2975,5.851874999999993,56,h,DE26NI,B1
16,6,97.2975,17,5,100.886875,3.589375000000004,65,s,DE26NI,B1
17,5,100.886875,18,6,104.41187500000001,3.5250000000000057,56,h,DE26NI,B1
18,6,104.41187500000001,19,7,108.38,3.9681249999999864,67,h,DE26NI,B1
21,8,113.015,22,9,118.0725,5.0575000000000045,89,h,DE26NI,B1
22,9,118.0725,23,1,121.915625,3.8431250000000006,91,h,DE26NI,B1
23,1,121.915625,24,2,126.8,4.8843749999999915,12,h,DE26NI,B1
24,2,126.8,25,4,130.731875,3.931875000000005,24,s,DE26NI,B1
25,4,130.731875,26,5,134.605,3.8731249999999875,45,h,DE26NI,B1
26,5,134.605,27,6,141.93375,7.328750000000014,56,h,DE26NI,B1
27,6,141.93375,28,7,145.81062500000002,3.8768750000000125,67,h,DE26NI,B1
28,7,145.81062500000002,29,8,150.01500000000001,4.204374999999999,78,h,DE26NI,B1
29,8,150.01500000000001,30,9,154.945625,4.930624999999992,89,h,DE26NI,B1
30,9,154.945625,31,1,159.360625,4.414999999999992,91,h,DE26NI,B1
31,1,159.360625,32,3,169.7775,10.416875000000005,13,s,DE26NI,B1
32,3,169.7775,33,4,173.215,3.4375,34,h,DE26NI,B1
33,4,173.215,34,5,176.3175,3.102499999999992,45,h,DE26NI,B1
34,5,176.3175,35,6,180.196875,3.8793750000000102,56,h,DE26NI,B1
35,6,180.196875,36,7,183.56,3.3631249999999966,67,h,DE26NI,B1
36,7,183.56,37,8,187.320625,3.7606250000000045,78,h,DE26NI,B1
37,8,187.320625,38,9,191.79500000000002,4.474375000000009,89,h,DE26NI,B1
38,9,191.79500000000002,39,8,200.40187500000002,8.606875000000002,98,s,DE26NI,B1
39,8,200.40187500000002,40,9,204.585,4.18312499999999,89,h,DE26NI,B1
40,9,204.585,41,1,208.5725,3.987499999999983,91,h,DE26NI,B1
41,1,208.5725,42,2,214.31875,5.746250000000003,12,h,DE26NI,B1
42,2,214.31875,43,3,220.12875,5.810000000000002,23,h,DE26NI,B1
43,3,220.12875,44,4,224.12375,3.9950000000000045,34,h,DE26NI,B1
44,4,224.12375,45,5,228.79375000000002,4.670000000000016,45,h,DE26NI,B1
45,5,228.79375000000002,46,7,234.45250000000001,5.658749999999998,57,s,DE26NI,B1
46,7,234.45250000000001,47,8,239.546875,5.094374999999985,78,h,DE26NI,B1
47,8,239.546875,48,9,244.615,5.068125000000009,89,h,DE26NI,B1
48,9,244.615,49,1,256.34375,11.728749999999991,91,h,DE26NI,B1
49,1,256.34375,50,2,261.57375,5.230000000000018,12,h,DE26NI,B1
50,2,261.57375,51,3,270.54562500000003,8.971875000000011,23,h,DE26NI,B1
51,3,270.54562500000003,52,4,274.65500000000003,4.109375,34,h,DE26NI,B1
52,4,274.65500000000003,53,6,279.750625,5.095624999999984,46,s,DE26NI,B1
53,6,279.750625,54,7,283.7475,3.9968749999999886,67,h,DE26NI,B1
54,7,283.7475,55,8,292.615,8.867500000000007,78,h,DE26NI,B1
55,8,292.615,56,9,298.085625,5.470624999999984,89,h,DE26NI,B1
56,9,298.085625,57,1,302.541875,4.456250000000011,91,h,DE26NI,B1
57,1,302.541875,58,2,308.575625,6.033749999999998,12,h,DE26NI,B1
58,2,308.575625,59,3,314.015625,5.439999999999998,23,h,DE26NI,B1
59,3,314.015625,60,2,319.0375,5.021875000000023,32,s,DE26NI,B1
60,2,319.0375,61,3,324.456875,5.419375000000002,23,h,DE26NI,B1
61,3,324.456875,62,4,327.940625,3.4837499999999864,34,h,DE26NI,B1
62,4,327.940625,63,5,331.41875,3.4781249999999773,45,h,DE26NI,B1
63,5,331.41875,64,6,335.13687500000003,3.718125000000043,56,h,DE26NI,B1
64,6,335.13687500000003,65,7,338.87875,3.741874999999993,67,h,DE26NI,B1
65,7,338.87875,66,8,344.0425,5.163749999999993,78,h,DE26NI,B1
68,8,344.285,69,1,349.74,5.454999999999984,81,s,DE26NI,B1
69,1,349.74,70,2,356.1775,6.4375,12,h,DE26NI,B1
70,2,356.1775,71,3,365.095,8.917500000000018,23,h,DE26NI,B1
71,3,365.095,72,4,368.111875,3.0168749999999704,34,h,DE26NI,B1
72,4,368.111875,73,5,372.890625,4.778750000000002,45,h,DE26NI,B1
73,5,372.890625,74,6,377.73375,4.843124999999986,56,h,DE26NI,B1
0,6,15.8575,1,7,19.08875,3.231250000000001,67,h,DE26NI,B2
1,7,19.08875,2,8,22.565,3.4762500000000003,78,h,DE26NI,B2
2,8,22.565,3,9,26.95,4.384999999999998,89,h,DE26NI,B2
3,9,26.95,4,1,30.3875,3.4375,91,h,DE26NI,B2
4,1,30.3875,5,2,34.72,4.3325,12,h,DE26NI,B2
5,2,34.72,6,3,39.49,4.770000000000003,23,h,DE26NI,B2
6,3,39.49,7,4,42.97375,3.4837500000000006,34,h,DE26NI,B2
7,4,42.97375,8,5,47.3225,4.3487499999999955,45,h,DE26NI,B2
8,5,47.3225,9,6,51.980000000000004,4.657500000000006,56,h,DE26NI,B2
9,6,51.980000000000004,10,7,55.410625,3.430624999999999,67,h,DE26NI,B2
10,7,55.410625,11,9,64.286875,8.876249999999992,79,s,DE26NI,B2
11,9,64.286875,12,1,77.07000000000001,12.783125000000013,91,h,DE26NI,B2
12,1,77.07000000000001,13,2,82.3925,5.322499999999991,12,h,DE26NI,B2
13,2,82.3925,14,3,86.410625,4.018124999999998,23,h,DE26NI,B2
14,3,86.410625,15,4,90.1275,3.7168750000000017,34,h,DE26NI,B2
15,4,90.1275,16,5,94.38875,4.261250000000004,45,h,DE26NI,B2
16,5,94.38875,17,6,101.0275,6.638750000000002,56,h,DE26NI,B2
17,6,101.0275,18,5,104.41875,3.3912499999999994,65,s,DE26NI,B2
18,5,104.41875,19,6,109.275,4.856250000000003,56,h,DE26NI,B2
19,6,109.275,20,7,112.7925,3.5174999999999983,67,h,DE26NI,B2
20,7,112.7925,21,8,117.961875,5.169375000000002,78,h,DE26NI,B2
21,8,117.961875,22,9,123.60062500000001,5.638750000000002,89,h,DE26NI,B2
22,9,123.60062500000001,23,1,127.99000000000001,4.389375000000001,91,h,DE26NI,B2
23,1,127.99000000000001,24,2,133.165625,5.175624999999997,12,h,DE26NI,B2
24,2,133.165625,25,4,136.055625,2.8899999999999864,24,s,DE26NI,B2
25,4,136.055625,26,5,139.75,3.694375000000008,45,h,DE26NI,B2
26,5,139.75,27,6,144.39000000000001,4.640000000000015,56,h,DE26NI,B2
27,6,144.39000000000001,28,7,148.450625,4.0606249999999875,67,h,DE26NI,B2
28,7,148.450625,29,8,154.33875,5.888125000000002,78,h,DE26NI,B2
29,8,154.33875,30,9,160.1975,5.858749999999986,89,h,DE26NI,B2
30,9,160.1975,31,1,165.56062500000002,5.363125000000025,91,h,DE26NI,B2
31,1,165.56062500000002,32,3,170.106875,4.546249999999986,13,s,DE26NI,B2
32,3,170.106875,33,4,174.565625,4.458750000000009,34,h,DE26NI,B2
33,4,174.565625,34,5,178.336875,3.7712499999999807,45,h,DE26NI,B2
34,5,178.336875,35,6,182.175625,3.8387500000000045,56,h,DE26NI,B2
35,6,182.175625,36,7,185.425625,3.25,67,h,DE26NI,B2
36,7,185.425625,37,8,191.38750000000002,5.9618750000000205,78,h,DE26NI,B2
37,8,191.38750000000002,38,9,195.381875,3.994374999999991,89,h,DE26NI,B2
38,9,195.381875,39,8,198.910625,3.5287500000000023,98,s,DE26NI,B2
39,8,198.910625,40,9,204.53,5.619374999999991,89,h,DE26NI,B2
40,9,204.53,41,1,209.505625,4.975625000000008,91,h,DE26NI,B2
41,1,209.505625,42,2,213.04250000000002,3.536875000000009,12,h,DE26NI,B2
42,2,213.04250000000002,43,3,218.08375,5.041249999999991,23,h,DE26NI,B2
43,3,218.08375,44,4,220.885,2.801249999999982,34,h,DE26NI,B2
44,4,220.885,45,5,224.270625,3.3856250000000045,45,h,DE26NI,B2
45,5,224.270625,46,7,230.60750000000002,6.3368750000000205,57,s,DE26NI,B2
46,7,230.60750000000002,47,8,236.005625,5.398124999999993,78,h,DE26NI,B2
47,8,236.005625,48,9,242.78375,6.778124999999989,89,h,DE26NI,B2
48,9,242.78375,49,1,247.78875,5.0049999999999955,91,h,DE26NI,B2
49,1,247.78875,50,2,252.3925,4.603750000000019,12,h,DE26NI,B2
50,2,252.3925,51,3,256.31375,3.921250000000015,23,h,DE26NI,B2
51,3,256.31375,52,4,259.4,3.08624999999995,34,h,DE26NI,B2
52,4,259.4,53,6,266.8375,7.4375,46,s,DE26NI,B2
53,6,266.8375,54,7,273.8175,6.980000000000018,67,h,DE26NI,B2
54,7,273.8175,55,8,278.15000000000003,4.332500000000039,78,h,DE26NI,B2
55,8,278.15000000000003,56,9,282.961875,4.811874999999986,89,h,DE26NI,B2
56,9,282.961875,57,1,286.765625,3.8037499999999795,91,h,DE26NI,B2
57,1,286.765625,58,2,292.10375,5.338124999999991,12,h,DE26NI,B2
58,2,292.10375,59,3,297.285625,5.181874999999991,23,h,DE26NI,B2
59,3,297.285625,60,2,301.3575,4.071875000000034,32,s,DE26NI,B2
60,2,301.3575,61,3,305.5575,4.199999999999989,23,h,DE26NI,B2
61,3,305.5575,62,4,309.335,3.777499999999975,34,h,DE26NI,B2
62,4,309.335,63,5,315.055625,5.720625000000041,45,h,DE26NI,B2
63,5,315.055625,64,6,320.04,4.984375,56,h,DE26NI,B2
64,6,320.04,65,7,323.3975,3.357499999999959,67,h,DE26NI,B2
65,7,323.3975,66,8,330.955,7.5575000000000045,78,h,DE26NI,B2
66,8,330.955,67,1,335.625625,4.67062500000003,81,s,DE26NI,B2
67,1,335.625625,68,2,339.6275,4.001874999999984,12,h,DE26NI,B2
68,2,339.6275,69,3,345.435,5.8075000000000045,23,h,DE26NI,B2
69,3,345.435,70,4,348.17875,2.7437499999999773,34,h,DE26NI,B2
70,4,348.17875,71,5,352.18875,4.010000000000048,45,h,DE26NI,B2
71,5,352.18875,72,6,356.055625,3.866874999999993,56,h,DE26NI,B2
0,6,6.24875,1,7,9.780625,3.5318750000000003,67,h,DE26NI,B3
3,8,15.700000000000001,4,9,19.72875,4.0287500000000005,89,h,DE26NI,B3
4,9,19.72875,5,1,23.100625,3.3718749999999993,91,h,DE26NI,B3
5,1,23.100625,6,2,27.871875,4.771249999999998,12,h,DE26NI,B3
6,2,27.871875,7,3,33.710625,5.838750000000001,23,h,DE26NI,B3
7,3,33.710625,8,4,36.6725,2.961874999999999,34,h,DE26NI,B3
8,4,36.6725,9,5,39.042500000000004,2.3700000000000045,45,h,DE26NI,B3
9,5,39.042500000000004,10,6,44.4075,5.364999999999995,56,h,DE26NI,B3
10,6,44.4075,11,7,48.3275,3.9200000000000017,67,h,DE26NI,B3
11,7,48.3275,12,9,51.92,3.592500000000001,79,s,DE26NI,B3
12,9,51.92,13,1,56.160000000000004,4.240000000000002,91,h,DE26NI,B3
13,1,56.160000000000004,14,2,60.350625,4.190624999999997,12,h,DE26NI,B3
14,2,60.350625,15,3,63.5825,3.2318750000000023,23,h,DE26NI,B3
15,3,63.5825,16,4,67.67375,4.091249999999995,34,h,DE26NI,B3
16,4,67.67375,17,5,71.820625,4.1468750000000085,45,h,DE26NI,B3
17,5,71.820625,18,6,75.51875,3.6981249999999903,56,h,DE26NI,B3
18,6,75.51875,19,5,79.10375,3.585000000000008,65,s,DE26NI,B3
19,5,79.10375,20,6,84.36,5.256249999999994,56,h,DE26NI,B3
20,6,84.36,21,7,87.20375,2.84375,67,h,DE26NI,B3
21,7,87.20375,22,8,92.365,5.1612499999999955,78,h,DE26NI,B3
22,8,92.365,23,9,96.766875,4.401875000000004,89,h,DE26NI,B3
23,9,96.766875,24,1,108.416875,11.650000000000006,91,h,DE26NI,B3
24,1,108.416875,25,2,112.861875,4.444999999999993,12,h,DE26NI,B3
25,2,112.861875,26,4,116.9525,4.090625000000003,24,s,DE26NI,B3
26,4,116.9525,27,5,120.41,3.457499999999996,45,h,DE26NI,B3
27,5,120.41,28,6,124.94500000000001,4.535000000000011,56,h,DE26NI,B3
28,6,124.94500000000001,29,7,128.10875000000001,3.1637500000000074,67,h,DE26NI,B3
29,7,128.10875000000001,30,8,131.1875,3.078749999999985,78,h,DE26NI,B3
30,8,131.1875,31,9,136.5325,5.344999999999999,89,h,DE26NI,B3
31,9,136.5325,32,1,139.775,3.242500000000007,91,h,DE26NI,B3
32,1,139.775,33,3,145.91875000000002,6.143750000000011,13,s,DE26NI,B3
33,3,145.91875000000002,34,4,149.75875,3.839999999999975,34,h,DE26NI,B3
34,4,149.75875,35,5,152.035,2.2762500000000045,45,h,DE26NI,B3
35,5,152.035,36,6,156.230625,4.195625000000007,56,h,DE26NI,B3
36,6,156.230625,37,7,160.20250000000001,3.9718750000000114,67,h,DE26NI,B3
37,7,160.20250000000001,38,8,164.885,4.682499999999976,78,h,DE26NI,B3
38,8,164.885,39,9,169.24375,4.358750000000015,89,h,DE26NI,B3
39,9,169.24375,40,8,172.851875,3.608125000000001,98,s,DE26NI,B3
40,8,172.851875,41,9,181.636875,8.784999999999997,89,h,DE26NI,B3
41,9,181.636875,42,1,186.4425,4.805624999999992,91,h,DE26NI,B3
42,1,186.4425,43,2,190.6,4.157499999999999,12,h,DE26NI,B3
43,2,190.6,44,3,196.740625,6.140625,23,h,DE26NI,B3
44,3,196.740625,45,4,201.01250000000002,4.271875000000023,34,h,DE26NI,B3
45,4,201.01250000000002,46,5,204.31875,3.3062499999999773,45,h,DE26NI,B3
46,5,204.31875,47,7,207.57500000000002,3.2562500000000227,57,s,DE26NI,B3
49,9,217.44875000000002,50,1,220.68875,3.2399999999999807,91,h,DE26NI,B3
50,1,220.68875,51,2,223.946875,3.258125000000007,12,h,DE26NI,B3
51,2,223.946875,52,3,228.19375,4.246874999999989,23,h,DE26NI,B3
52,3,228.19375,53,4,232.20875,4.015000000000015,34,h,DE26NI,B3
53,4,232.20875,54,6,236.100625,3.891874999999999,46,s,DE26NI,B3
56,7,239.820625,57,8,243.1,3.2793749999999875,78,h,DE26NI,B3
57,8,243.1,58,9,247.625625,4.525625000000019,89,h,DE26NI,B3
58,9,247.625625,59,1,251.46562500000002,3.8400000000000034,91,h,DE26NI,B3
59,1,251.46562500000002,60,2,256.41375,4.948124999999976,12,h,DE26NI,B3
60,2,256.41375,61,3,260.465625,4.0518749999999955,23,h,DE26NI,B3
61,3,260.465625,62,2,264.605,4.13937500000003,32,s,DE26NI,B3
62,2,264.605,63,3,267.91375,3.308749999999975,23,h,DE26NI,B3
63,3,267.91375,64,4,270.67875,2.7649999999999864,34,h,DE26NI,B3
64,4,270.67875,65,5,273.97875,3.3000000000000114,45,h,DE26NI,B3
65,5,273.97875,66,6,279.29562500000003,5.316875000000039,56,h,DE26NI,B3
66,6,279.29562500000003,67,7,283.11375,3.8181249999999523,67,h,DE26NI,B3
67,7,283.11375,68,8,286.775625,3.661875000000009,78,h,DE26NI,B3
68,8,286.775625,69,1,296.17375,9.398124999999993,81,s,DE26NI,B3
69,1,296.17375,70,2,299.4575,3.2837499999999977,12,h,DE26NI,B3
70,2,299.4575,71,3,306.505,7.047500000000014,23,h,DE26NI,B3
71,3,306.505,72,4,310.55,4.045000000000016,34,h,DE26NI,B3
72,4,310.55,73,5,313.1775,2.6274999999999977,45,h,DE26NI,B3
73,5,313.1775,74,6,318.29562500000003,5.1181250000000205,56,h,DE26NI,B3
0,6,23.69375,1,7,27.041875,3.3481249999999996,67,h,DE26NI,B4
1,7,27.041875,2,8,30.205625,3.1637500000000003,78,h,DE26NI,B4
2,8,30.205625,3,9,33.345625,3.139999999999997,89,h,DE26NI,B4
3,9,33.345625,4,1,37.681875,4.33625,91,h,DE26NI,B4
4,1,37.681875,5,2,41.085625,3.4037500000000023,12,h,DE26NI,B4
5,2,41.085625,6,3,45.295,4.209375000000001,23,h,DE26NI,B4
6,3,45.295,7,4,49.155,3.8599999999999994,34,h,DE26NI,B4
7,4,49.155,8,5,52.440625000000004,3.285625000000003,45,h,DE26NI,B4
8,5,52.440625000000004,9,6,57.2075,4.766874999999999,56,h,DE26NI,B4
9,6,57.2075,10,7,60.366875,3.159374999999997,67,h,DE26NI,B4
10,7,60.366875,11,9,64.94875,4.581875000000004,79,s,DE26NI,B4
11,9,64.94875,12,1,68.080625,3.1318749999999937,91,h,DE26NI,B4
12,1,68.080625,13,2,71.22875,3.1481250000000074,12,h,DE26NI,B4
13,2,71.22875,14,3,75.49,4.26124999999999,23,h,DE26NI,B4
14,3,75.49,15,4,78.48375,2.9937500000000057,34,h,DE26NI,B4
15,4,78.48375,16,5,80.71062500000001,2.226875000000007,45,h,DE26NI,B4
16,5,80.71062500000001,17,6,84.651875,3.9412499999999966,56,h,DE26NI,B4
17,6,84.651875,18,5,88.33562500000001,3.6837500000000034,65,s,DE26NI,B4
18,5,88.33562500000001,19,6,93.03375,4.69812499999999,56,h,DE26NI,B4
19,6,93.03375,20,7,98.155625,5.121875000000003,67,h,DE26NI,B4
20,7,98.155625,21,8,103.111875,4.956249999999997,78,h,DE26NI,B4
21,8,103.111875,22,9,107.14875,4.036875000000009,89,h,DE26NI,B4
22,9,107.14875,23,1,111.206875,4.05812499999999,91,h,DE26NI,B4
23,1,111.206875,24,2,115.980625,4.773750000000007,12,h,DE26NI,B4
24,2,115.980625,25,4,119.41187500000001,3.4312500000000057,24,s,DE26NI,B4
25,4,119.41187500000001,26,5,122.665,3.253124999999997,45,h,DE26NI,B4
26,5,122.665,27,6,127.135,4.469999999999999,56,h,DE26NI,B4
27,6,127.135,28,7,130.431875,3.296874999999986,67,h,DE26NI,B4
28,7,130.431875,29,8,134.455,4.023125000000022,78,h,DE26NI,B4
29,8,134.455,30,9,138.890625,4.4356249999999875,89,h,DE26NI,B4
30,9,138.890625,31,1,142.16375,3.273124999999993,91,h,DE26NI,B4
31,1,142.16375,32,3,146.64000000000001,4.476250000000022,13,s,DE26NI,B4
32,3,146.64000000000001,33,4,150.18,3.539999999999992,34,h,DE26NI,B4
33,4,150.18,34,5,152.92375,2.7437500000000057,45,h,DE26NI,B4
34,5,152.92375,35,6,156.245625,3.3218749999999773,56,h,DE26NI,B4
35,6,156.245625,36,7,159.456875,3.211250000000007,67,h,DE26NI,B4
36,7,159.456875,37,8,163.5,4.043125000000003,78,h,DE26NI,B4
37,8,163.5,38,9,167.665625,4.165625000000006,89,h,DE26NI,B4
38,9,167.665625,39,8,170.715,3.0493749999999977,98,s,DE26NI,B4
39,8,170.715,40,9,173.78375,3.0687499999999943,89,h,DE26NI,B4
40,9,173.78375,41,1,179.22875,5.444999999999993,91,h,DE26NI,B4
41,1,179.22875,42,2,182.68,3.451250000000016,12,h,DE26NI,B4
42,2,182.68,43,3,186.35375,3.673749999999984,23,h,DE26NI,B4
43,3,186.35375,44,4,191.2675,4.913750000000022,34,h,DE26NI,B4
44,4,191.2675,45,5,193.615625,2.348124999999982,45,h,DE26NI,B4
45,5,193.615625,46,7,197.945625,4.3300000000000125,57,s,DE26NI,B4
46,7,197.945625,47,8,202.65,4.704374999999999,78,h,DE26NI,B4
47,8,202.65,48,9,206.375,3.7249999999999943,89,h,DE26NI,B4
48,9,206.375,49,1,210.84187500000002,4.466875000000016,91,h,DE26NI,B4
49,1,210.84187500000002,50,2,214.47875,3.636874999999975,12,h,DE26NI,B4
50,2,214.47875,51,3,219.985625,5.506875000000008,23,h,DE26NI,B4
51,3,219.985625,52,4,222.52375,2.538125000000008,34,h,DE26NI,B4
52,4,222.52375,53,6,226.89000000000001,4.366250000000008,46,s,DE26NI,B4
53,6,226.89000000000001,54,5,226.90375,0.013749999999987494,65,s,DE26NI,B4
54,5,226.90375,55,7,230.93375,4.030000000000001,57,s,DE26NI,B4
55,7,230.93375,56,8,234.485625,3.5518749999999955,78,h,DE26NI,B4
56,8,234.485625,57,9,237.925,3.4393750000000125,89,h,DE26NI,B4
57,9,237.925,58,1,247.28375,9.358749999999986,91,h,DE26NI,B4
58,1,247.28375,59,2,250.28375,3.0,12,h,DE26NI,B4
59,2,250.28375,60,3,254.55,4.266250000000014,23,h,DE26NI,B4
60,3,254.55,61,2,258.145,3.5949999999999704,32,s,DE26NI,B4
61,2,258.145,62,3,261.210625,3.0656250000000114,23,h,DE26NI,B4
62,3,261.210625,63,4,263.98062500000003,2.7700000000000387,34,h,DE26NI,B4
63,4,263.98062500000003,64,5,266.0175,2.0368749999999523,45,h,DE26NI,B4
64,5,266.0175,65,6,275.185625,9.168125000000032,56,h,DE26NI,B4
65,6,275.185625,66,7,278.491875,3.3062499999999773,67,h,DE26NI,B4
66,7,278.491875,67,8,282.98062500000003,4.488750000000039,78,h,DE26NI,B4
67,8,282.98062500000003,68,1,286.411875,3.4312499999999773,81,s,DE26NI,B4
68,1,286.411875,69,2,291.17375,4.761874999999975,12,h,DE26NI,B4
69,2,291.17375,70,3,296.70187500000003,5.5281250000000455,23,h,DE26NI,B4
70,3,296.70187500000003,71,4,299.94875,3.2468749999999886,34,h,DE26NI,B4
71,4,299.94875,72,5,302.40500000000003,2.4562500000000114,45,h,DE26NI,B4
72,5,302.40500000000003,73,6,308.115625,5.710624999999993,56,h,DE26NI,B4
0,6,7.205,1,7,10.331875,3.126875,67,h,DE26NI,B5
1,7,10.331875,2,8,13.675625,3.34375,78,h,DE26NI,B5
2,8,13.675625,3,9,17.38375,3.708124999999999,89,h,DE26NI,B5
3,9,17.38375,4,1,20.485625,3.1018749999999997,91,h,DE26NI,B5
4,1,20.485625,5,2,24.14,3.6543750000000017,12,h,DE26NI,B5
5,2,24.14,6,3,28.09375,3.9537499999999994,23,h,DE26NI,B5
6,3,28.09375,7,4,30.805625,2.711874999999999,34,h,DE26NI,B5
7,4,30.805625,8,5,32.651875000000004,1.8462500000000048,45,h,DE26NI,B5
8,5,32.651875000000004,9,6,35.730000000000004,3.078125,56,h,DE26NI,B5
9,6,35.730000000000004,10,7,40.300000000000004,4.57,67,h,DE26NI,B5
10,7,40.300000000000004,11,9,43.725625,3.4256249999999966,79,s,DE26NI,B5
11,9,43.725625,12,1,47.4475,3.721874999999997,91,h,DE26NI,B5
12,1,47.4475,13,2,50.475,3.0275000000000034,12,h,DE26NI,B5
13,2,50.475,14,3,53.92875,3.4537499999999994,23,h,DE26NI,B5
14,3,53.92875,15,4,56.9525,3.0237499999999997,34,h,DE26NI,B5
15,4,56.9525,16,5,60.3425,3.3900000000000006,45,h,DE26NI,B5
16,5,60.3425,17,6,65.386875,5.044375000000002,56,h,DE26NI,B5
17,6,65.386875,18,5,69.015,3.628124999999997,65,s,DE26NI,B5
18,5,69.015,19,6,72.53,3.5150000000000006,56,h,DE26NI,B5
19,6,72.53,20,7,76.155,3.625,67,h,DE26NI,B5
20,7,76.155,21,8,82.916875,6.761875000000003,78,h,DE26NI,B5
21,8,82.916875,22,9,87.515,4.598124999999996,89,h,DE26NI,B5
22,9,87.515,23,1,91.130625,3.6156249999999943,91,h,DE26NI,B5
23,1,91.130625,24,2,94.36375,3.233125000000001,12,h,DE26NI,B5
24,2,94.36375,25,4,96.736875,2.3731250000000017,24,s,DE26NI,B5
25,4,96.736875,26,5,98.35062500000001,1.6137500000000102,45,h,DE26NI,B5
26,5,98.35062500000001,27,6,101.8125,3.461874999999992,56,h,DE26NI,B5
27,6,101.8125,28,7,104.64875,2.836250000000007,67,h,DE26NI,B5
28,7,104.64875,29,8,108.22375,3.5749999999999886,78,h,DE26NI,B5
29,8,108.22375,30,9,112.171875,3.9481250000000045,89,h,DE26NI,B5
30,9,112.171875,31,1,115.21875,3.046875,91,h,DE26NI,B5
31,1,115.21875,32,3,120.57875,5.359999999999999,13,s,DE26NI,B5
32,3,120.57875,33,4,123.500625,2.921875,34,h,DE26NI,B5
33,4,123.500625,34,5,125.135625,1.6350000000000051,45,h,DE26NI,B5
34,5,125.135625,35,6,128.8825,3.7468749999999886,56,h,DE26NI,B5
35,6,128.8825,36,7,132.026875,3.1443749999999966,67,h,DE26NI,B5
36,7,132.026875,37,8,135.0925,3.0656250000000114,78,h,DE26NI,B5
37,8,135.0925,38,9,139.965,4.872500000000002,89,h,DE26NI,B5
38,9,139.965,39,8,147.47875,7.5137499999999875,98,s,DE26NI,B5
39,8,147.47875,40,9,151.016875,3.538125000000008,89,h,DE26NI,B5
40,9,151.016875,41,1,156.175625,5.158749999999998,91,h,DE26NI,B5
41,1,156.175625,42,2,159.18875,3.0131250000000023,12,h,DE26NI,B5
42,2,159.18875,43,3,162.2725,3.083750000000009,23,h,DE26NI,B5
43,3,162.2725,44,4,165.27875,3.0062499999999943,34,h,DE26NI,B5
44,4,165.27875,45,5,166.87875,1.5999999999999943,45,h,DE26NI,B5
45,5,166.87875,46,7,170.715,3.836250000000007,57,s,DE26NI,B5
46,7,170.715,47,8,175.74875,5.033749999999998,78,h,DE26NI,B5
47,8,175.74875,48,9,179.336875,3.588124999999991,89,h,DE26NI,B5
48,9,179.336875,49,1,182.335625,2.998750000000001,91,h,DE26NI,B5
49,1,182.335625,50,2,185.43562500000002,3.1000000000000227,12,h,DE26NI,B5
50,2,185.43562500000002,51,3,189.70375,4.268124999999998,23,h,DE26NI,B5
51,3,189.70375,52,4,194.945,5.2412499999999795,34,h,DE26NI,B5
52,4,194.945,53,6,200.43375,5.48875000000001,46,s,DE26NI,B5
53,6,200.43375,54,7,204.1975,3.7637499999999875,67,h,DE26NI,B5
54,7,204.1975,55,8,208.241875,4.044375000000002,78,h,DE26NI,B5
55,8,208.241875,56,9,211.500625,3.2587500000000205,89,h,DE26NI,B5
56,9,211.500625,57,1,215.116875,3.6162499999999795,91,h,DE26NI,B5
57,1,215.116875,58,2,219.90375,4.786875000000009,12,h,DE26NI,B5
58,2,219.90375,59,3,222.85500000000002,2.951250000000016,23,h,DE26NI,B5
59,3,222.85500000000002,60,2,226.13,3.2749999999999773,32,s,DE26NI,B5
60,2,226.13,61,3,230.40187500000002,4.271875000000023,23,h,DE26NI,B5
61,3,230.40187500000002,62,4,233.431875,3.0299999999999727,34,h,DE26NI,B5
62,4,233.431875,63,5,236.205,2.7731250000000216,45,h,DE26NI,B5
63,5,236.205,64,6,240.595625,4.390625,56,h,DE26NI,B5
